return_id,order_id,order_item_id,asin,sku,product_title,return_request_date,return_reason,return_status,refund_amount,currency
RET-000312,114-7448613-2236018,1,B09V1N9TED,SKU-0077,KiddoCraft Puzzle Set — Non-Toxic & STEM Learning,2026-06-23,Missing parts or accessories,Refunded,29.15,USD
RET-000313,114-6444426-1278043,3,B02X1DSSZM,SKU-0102,LittleNest Diaper Bag — Hypoallergenic & Easy to Clean,2025-11-19,Defective,Refunded,13.44,USD
RET-000314,114-7055412-7851615,2,B0Q85PD1G6,SKU-0018,EverPeak Power Bank — 30H Battery Life & Noise Cancelling,2026-01-08,Inaccurate website description,Closed,0.0,USD
RET-000315,114-5867630-3778714,3,B00JXDXVG6,SKU-0095,PawPals Dog Treat Pouch — Easy to Clean & Non-Toxic,2025-12-19,Better price available,Refunded,59.64,USD
RET-000316,114-9317175-5228295,3,B0ZWX7WPK9,SKU-0114,DriveGuard Seat Covers — Universal Fit & Heavy Duty,2026-04-10,Defective,Closed,20.72,USD
RET-000317,114-6751144-3827901,2,B0A30AC946,SKU-0117,ProGrip Stud Finder — Ergonomic Grip & Rust Resistant,2025-09-19,No longer needed,Closed,0.0,USD
RET-000318,114-7725217-3071361,2,B0FTQRA6A1,SKU-0109,DriveGuard Dash Cam — Heavy Duty & Easy Install,2025-10-28,Not as described,Processing,27.39,USD
RET-000319,114-4706182-1979022,2,B0SQ7F7BFE,SKU-0057,TrailBlaze Dumbbell Set — Waterproof & Portable,2025-12-19,Missing parts or accessories,Processing,46.37,USD
RET-000320,114-5044925-2533751,1,B0PF199V27,SKU-0037,Nordic Home Utensil Set — Non-Stick Coating & BPA-Free,2026-01-02,Defective,Refunded,62.82,USD
RET-000321,114-3217128-4356911,1,B01NLXW82L,SKU-0104,LittleNest Bassinet — Safety Certified & BPA-Free,2025-07-30,Wrong item sent,Refunded,24.09,USD
RET-000322,114-9823976-9008410,2,B0N90348CD,SKU-0088,ProGrip Desk Chair Cushion — Multipurpose & Ergonomic,2025-04-30,Better price available,Refunded,24.41,USD
RET-000323,114-1445758-1493220,1,B04ZD4ZURZ,SKU-0103,LittleNest Baby Monitor — Safety Certified & Hypoallergenic,2025-05-10,Not as described,Closed,0.0,USD
RET-000324,114-7193765-5521004,1,B08H6XVAML,SKU-0006,EverPeak Gaming Mouse — RGB Backlit & Compact Design,2026-06-20,Defective,Refunded,81.06,USD
RET-000325,114-5128333-4430825,1,B0M2UGJMKQ,SKU-0074,CloudNest RC Car — STEM Learning & Interactive,2025-03-14,Wrong item sent,Refunded,11.77,USD
RET-000326,114-8221154-4404305,2,B0TURPLSHH,SKU-0100,PawPals Automatic Pet Feeder — Easy to Clean & Vet Recommended,2025-07-08,Damaged during shipping,Refunded,43.13,USD
RET-000327,114-9963980-5857528,1,B0JH68DJ8G,SKU-0032,UrbanKitchen Blender — Non-Stick Coating & Space Saving,2025-06-13,Not as described,Refunded,19.52,USD
RET-000328,114-2684394-6985812,1,B0FPMT2SF9,SKU-0076,CloudNest Science Kit — Educational & Non-Toxic,2026-06-03,No longer needed,Refunded,11.42,USD
RET-000329,114-5770818-9720948,2,B0HE56LV1G,SKU-0071,KiddoCraft Play Kitchen Set — Interactive & Ages 3+,2025-03-24,Damaged during shipping,Refunded,68.43,USD
RET-000330,114-4238575-7536220,1,B0FTQRA6A1,SKU-0109,DriveGuard Dash Cam — Heavy Duty & Easy Install,2025-11-16,Defective,Processing,61.86,USD
RET-000331,114-8531023-9781792,1,B0YXU5G7D1,SKU-0011,BrightBeam Bluetooth Speaker — Fast Charging & Noise Cancelling,2025-09-03,Wrong item sent,Refunded,107.91,USD
RET-000332,114-1805209-6442146,2,B0W61EHTPX,SKU-0019,Nordic Home Serving Bowls — Dishwasher Safe & Easy Clean,2026-07-15,Arrived too late,Refunded,114.97,USD
RET-000333,114-4128270-6035338,1,B0J9HPEX6X,SKU-0112,DriveGuard Tire Pressure Gauge — Long Cord & Heavy Duty,2025-03-02,Defective,Processing,36.82,USD
RET-000334,114-4479052-3984361,3,B0FPMT2SF9,SKU-0076,CloudNest Science Kit — Educational & Non-Toxic,2026-07-15,Wrong item sent,Closed,29.26,USD
RET-000335,114-3261128-1559846,4,B0HE56LV1G,SKU-0071,KiddoCraft Play Kitchen Set — Interactive & Ages 3+,2026-06-04,No longer needed,Processing,16.26,USD
RET-000336,114-7674214-9645484,4,B04Z7XKKST,SKU-0105,LittleNest Swaddle Blankets — BPA-Free & Safety Certified,2025-10-06,Not as described,Refunded,50.87,USD
RET-000337,114-1986368-8920000,1,B0EGZYNSAE,SKU-0106,LittleNest Baby Bath Tub — Hypoallergenic & Safety Certified,2026-01-02,Damaged during shipping,Refunded,76.29,USD
RET-000338,114-2376926-4185689,1,B0SH0V1DCR,SKU-0075,KiddoCraft Nerf-Style Blaster — Ages 3+ & Interactive,2026-07-15,Inaccurate website description,Refunded,13.22,USD
RET-000339,114-8325380-9312160,1,B03WTWXEDC,SKU-0072,CloudNest Magnetic Tiles — STEM Learning & Educational,2025-08-07,Damaged during shipping,Refunded,19.25,USD
RET-000340,114-3372887-6968855,1,B0U0VF1HMG,SKU-0040,ZenLife Nail Clipper Set — Gentle Formula & Cruelty-Free,2025-03-05,No longer needed,Refunded,19.79,USD
RET-000341,114-3843853-8865185,1,B0YXU5G7D1,SKU-0011,BrightBeam Bluetooth Speaker — Fast Charging & Noise Cancelling,2025-12-02,No longer needed,Processing,55.9,USD
RET-000342,114-1842268-4624716,1,B0TXQ65ZFV,SKU-0087,WriteWell Desk Organizer — Ergonomic & Multipurpose,2025-12-17,Better price available,Refunded,16.61,USD
RET-000343,114-7898158-2174433,2,B0SH0V1DCR,SKU-0075,KiddoCraft Nerf-Style Blaster — Ages 3+ & Interactive,2026-04-03,Not as described,Processing,12.48,USD
RET-000344,114-9162832-1259473,4,B088K2QTZJ,SKU-0007,AuroraTech Car Mount — Bluetooth 5.3 & RGB Backlit,2025-12-10,No longer needed,Refunded,47.07,USD
RET-000345,114-9435536-2301306,2,B0GJL7P973,SKU-0045,PureGlo Hair Straightener — Cruelty-Free & Ionic Technology,2025-11-07,Not as described,Refunded,21.59,USD
RET-000346,114-7166495-6861565,4,B0MVKP1792,SKU-0002,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,2026-07-15,Arrived too late,Processing,36.97,USD
RET-000347,114-7374774-5264310,2,B055PLDLF8,SKU-0005,BrightBeam Webcam — Compact Design & 30H Battery Life,2025-12-31,Not as described,Refunded,24.32,USD
RET-000348,114-2665331-5671330,3,B02X1DSSZM,SKU-0102,LittleNest Diaper Bag — Hypoallergenic & Easy to Clean,2025-04-05,No longer needed,Processing,8.57,USD
RET-000349,114-8227715-7103897,1,B01CQYLRS7,SKU-0070,CloudNest Art Supplies Kit — STEM Learning & Interactive,2025-03-03,No longer needed,Refunded,10.54,USD
RET-000350,114-3639760-8299367,1,B0SQ7F7BFE,SKU-0057,TrailBlaze Dumbbell Set — Waterproof & Portable,2025-11-06,Arrived too late,Processing,111.1,USD
RET-000351,114-2427420-9746588,1,B08RJE02WW,SKU-0016,AuroraTech Headphones — Bluetooth 5.3 & Water Resistant,2026-01-02,Not as described,Refunded,90.68,USD
RET-000352,114-9872495-6264000,1,B0279XVVC5,SKU-0014,BrightBeam Desk Lamp — RGB Backlit & Noise Cancelling,2026-01-03,Wrong item sent,Refunded,102.7,USD
RET-000353,114-5427729-4335575,1,B0J9HPEX6X,SKU-0112,DriveGuard Tire Pressure Gauge — Long Cord & Heavy Duty,2025-05-16,Arrived too late,Refunded,68.15,USD
RET-000354,114-5372718-1076788,1,B0HE56LV1G,SKU-0071,KiddoCraft Play Kitchen Set — Interactive & Ages 3+,2025-08-22,No longer needed,Refunded,12.07,USD
RET-000355,114-1637805-4706899,3,B08RJE02WW,SKU-0016,AuroraTech Headphones — Bluetooth 5.3 & Water Resistant,2026-06-15,No longer needed,Processing,69.08,USD
RET-000356,114-2825233-5921118,1,B085JJ3ZXF,SKU-0041,PureGlo Electric Toothbrush — Long Lasting & Dermatologist Tested,2026-01-23,No longer needed,Refunded,81.89,USD
RET-000357,114-4083015-2648873,1,B0U0VF1HMG,SKU-0040,ZenLife Nail Clipper Set — Gentle Formula & Cruelty-Free,2025-07-11,Damaged during shipping,Refunded,24.82,USD
RET-000358,114-7819810-2895795,1,B0P5FBKME8,SKU-0047,PureGlo Bath Bomb Set — Dermatologist Tested & Gentle Formula,2025-11-07,Missing parts or accessories,Processing,29.77,USD
RET-000359,114-4705608-6587167,2,B0ZWX7WPK9,SKU-0114,DriveGuard Seat Covers — Universal Fit & Heavy Duty,2026-05-07,No longer needed,Processing,12.13,USD
RET-000360,114-8530924-3031316,2,B0U0VF1HMG,SKU-0040,ZenLife Nail Clipper Set — Gentle Formula & Cruelty-Free,2025-09-29,Wrong item sent,Refunded,49.11,USD
RET-000361,114-7304758-5823825,3,B085JJ3ZXF,SKU-0041,PureGlo Electric Toothbrush — Long Lasting & Dermatologist Tested,2025-12-24,Defective,Refunded,90.76,USD
RET-000362,114-1706718-1933707,1,B00JXDXVG6,SKU-0095,PawPals Dog Treat Pouch — Easy to Clean & Non-Toxic,2025-05-06,Arrived too late,Refunded,13.63,USD
RET-000363,114-2320311-8024192,1,B0ANDXF98K,SKU-0004,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,2025-09-08,Defective,Refunded,109.5,USD
RET-000364,114-4506027-7542320,2,B0NQJ9A5QP,SKU-0081,WriteWell Paper Shredder — Ergonomic & Space Saving,2026-02-02,Not as described,Refunded,9.84,USD
RET-000365,114-4238575-7536220,2,B0A30AC946,SKU-0117,ProGrip Stud Finder — Ergonomic Grip & Rust Resistant,2025-11-09,Arrived too late,Refunded,11.57,USD
RET-000366,114-9714211-9306532,1,B01U2VVLHF,SKU-0066,EverPeak Water Bottle — Portable & Waterproof,2025-12-05,Damaged during shipping,Refunded,66.14,USD
RET-000367,114-5173007-9827364,2,B0CWALEK2Y,SKU-0036,ZenLife Air Fryer — Dishwasher Safe & Non-Stick Coating,2026-03-31,No longer needed,Processing,15.23,USD
RET-000368,114-7176574-7470157,2,B0NL5Q5CZM,SKU-0003,EverPeak USB-C Hub — Water Resistant & HD 1080p,2025-02-16,Missing parts or accessories,Refunded,97.78,USD
RET-000369,114-8452671-8427035,1,B0DLXACSTN,SKU-0068,CloudNest Plush Toy — Non-Toxic & Ages 3+,2025-05-17,Better price available,Refunded,35.81,USD
RET-000370,114-5547185-2130907,1,B0HE56LV1G,SKU-0071,KiddoCraft Play Kitchen Set — Interactive & Ages 3+,2026-04-04,No longer needed,Refunded,25.14,USD
RET-000371,114-6832076-2353223,1,B0Q85PD1G6,SKU-0018,EverPeak Power Bank — 30H Battery Life & Noise Cancelling,2025-03-28,Damaged during shipping,Refunded,17.84,USD
RET-000372,114-6498821-3719729,1,B0NQJ9A5QP,SKU-0081,WriteWell Paper Shredder — Ergonomic & Space Saving,2026-03-11,No longer needed,Refunded,12.37,USD
RET-000373,114-1461792-3027565,1,B08H6XVAML,SKU-0006,EverPeak Gaming Mouse — RGB Backlit & Compact Design,2025-11-24,No longer needed,Closed,0.0,USD
RET-000374,114-7245743-4688718,1,B03WTWXEDC,SKU-0072,CloudNest Magnetic Tiles — STEM Learning & Educational,2025-06-23,Damaged during shipping,Refunded,38.5,USD
RET-000375,114-3145504-6470508,3,B0279XVVC5,SKU-0014,BrightBeam Desk Lamp — RGB Backlit & Noise Cancelling,2025-05-15,Wrong item sent,Refunded,51.35,USD
RET-000376,114-6970949-1750988,1,B0TXQ65ZFV,SKU-0087,WriteWell Desk Organizer — Ergonomic & Multipurpose,2025-01-19,Wrong item sent,Processing,43.32,USD
RET-000377,114-4595723-9445045,1,B0NL5Q5CZM,SKU-0003,EverPeak USB-C Hub — Water Resistant & HD 1080p,2025-09-08,Defective,Refunded,221.82,USD
RET-000378,114-9147493-4323521,1,B0279XVVC5,SKU-0014,BrightBeam Desk Lamp — RGB Backlit & Noise Cancelling,2026-01-19,No longer needed,Refunded,31.5,USD
RET-000379,114-7401792-4999043,1,B0FTQRA6A1,SKU-0109,DriveGuard Dash Cam — Heavy Duty & Easy Install,2025-12-23,No longer needed,Refunded,26.17,USD
RET-000380,114-6792919-4374218,4,B0GJL7P973,SKU-0045,PureGlo Hair Straightener — Cruelty-Free & Ionic Technology,2026-05-13,Not as described,Processing,39.44,USD
RET-000381,114-1347445-5072102,3,B0ZWX7WPK9,SKU-0114,DriveGuard Seat Covers — Universal Fit & Heavy Duty,2025-09-16,Defective,Refunded,58.26,USD
RET-000382,114-3350701-1293499,1,B055PLDLF8,SKU-0005,BrightBeam Webcam — Compact Design & 30H Battery Life,2026-03-09,Damaged during shipping,Refunded,40.21,USD
RET-000383,114-8608039-3601196,1,B0WCY6LU8P,SKU-0029,UrbanKitchen Wall Clock — Easy Clean & Dishwasher Safe,2025-04-15,Defective,Refunded,72.21,USD
RET-000384,114-5606801-9110374,1,B0K12NKA8N,SKU-0013,AuroraTech Smart Watch — 30H Battery Life & Bluetooth 5.3,2025-09-11,Defective,Refunded,83.42,USD
RET-000385,114-9873881-4519366,1,B0F635F86R,SKU-0097,PawPals Dog Chew Toys — Durable & Easy to Clean,2026-01-18,Inaccurate website description,Processing,18.92,USD
RET-000386,114-5338042-6890588,1,B04ZD4ZURZ,SKU-0103,LittleNest Baby Monitor — Safety Certified & Hypoallergenic,2025-06-28,No longer needed,Refunded,22.61,USD
RET-000387,114-3128186-7280747,4,B0J4AJH5Y5,SKU-0084,ProGrip Monitor Stand — Space Saving & Multipurpose,2025-04-20,No longer needed,Refunded,30.37,USD
RET-000388,114-5225804-5563573,1,B0R5E97R3C,SKU-0001,AuroraTech Smart Plug — Noise Cancelling & HD 1080p,2026-05-05,Better price available,Processing,59.92,USD
RET-000389,114-1035751-2046696,1,B0279XVVC5,SKU-0014,BrightBeam Desk Lamp — RGB Backlit & Noise Cancelling,2025-12-30,Defective,Processing,51.35,USD
RET-000390,114-9521443-9812858,4,B00JXDXVG6,SKU-0095,PawPals Dog Treat Pouch — Easy to Clean & Non-Toxic,2025-12-24,Wrong item sent,Refunded,18.93,USD
RET-000391,114-6321605-5878302,3,B01NLXW82L,SKU-0104,LittleNest Bassinet — Safety Certified & BPA-Free,2025-03-18,Wrong item sent,Processing,24.09,USD
RET-000392,114-2087833-5854480,5,B0GKG0B3EA,SKU-0090,PawPals Dog Leash — Easy to Clean & Vet Recommended,2025-01-25,Not as described,Closed,0.0,USD
RET-000393,114-1554536-4704808,1,B05P1Y30A5,SKU-0091,PawPals Slow Feeder Bowl — Easy to Clean & Non-Toxic,2025-06-25,Not as described,Closed,0.0,USD
RET-000394,114-3261128-1559846,1,B0CWALEK2Y,SKU-0036,ZenLife Air Fryer — Dishwasher Safe & Non-Stick Coating,2026-05-14,Better price available,Refunded,14.54,USD
RET-000395,114-5625498-2916650,1,B0NL5Q5CZM,SKU-0003,EverPeak USB-C Hub — Water Resistant & HD 1080p,2025-01-17,Defective,Refunded,110.91,USD
RET-000396,114-3718518-9299028,2,B0K12NKA8N,SKU-0013,AuroraTech Smart Watch — 30H Battery Life & Bluetooth 5.3,2025-05-29,No longer needed,Refunded,58.34,USD
RET-000397,114-3640810-2981040,2,B08H6XVAML,SKU-0006,EverPeak Gaming Mouse — RGB Backlit & Compact Design,2025-04-11,Defective,Refunded,88.7,USD
RET-000398,114-8462902-5129209,1,B0YBRGQRFQ,SKU-0110,DriveGuard Car Vacuum — Long Cord & Easy Install,2026-04-28,Not as described,Refunded,19.45,USD
RET-000399,114-8362911-3724162,1,B0ZWX7WPK9,SKU-0114,DriveGuard Seat Covers — Universal Fit & Heavy Duty,2025-02-19,Better price available,Refunded,38.41,USD
RET-000400,114-5492325-6597078,1,B0NL5Q5CZM,SKU-0003,EverPeak USB-C Hub — Water Resistant & HD 1080p,2025-09-02,Missing parts or accessories,Closed,221.82,USD
RET-000401,114-6583198-1813885,4,B00EGECWF5,SKU-0030,ZenLife Laundry Hamper — Dishwasher Safe & Premium Finish,2025-03-09,Missing parts or accessories,Refunded,145.2,USD
RET-000402,114-3227060-7604903,3,B0SQ7F7BFE,SKU-0057,TrailBlaze Dumbbell Set — Waterproof & Portable,2025-12-29,Wrong item sent,Refunded,46.37,USD
RET-000403,114-6442067-6902088,2,B0R5E97R3C,SKU-0001,AuroraTech Smart Plug — Noise Cancelling & HD 1080p,2026-03-02,No longer needed,Refunded,71.63,USD
RET-000404,114-6583198-1813885,5,B0E48MCY15,SKU-0079,WriteWell Label Maker — Durable & Multipurpose,2025-02-20,Not as described,Refunded,93.46,USD
RET-000405,114-4572034-1474171,1,B0ANDXF98K,SKU-0004,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,2025-08-19,Better price available,Processing,54.36,USD
RET-000406,114-4610859-2352637,1,B02LTJA2NA,SKU-0078,CloudNest Dollhouse — Ages 3+ & Interactive,2025-10-29,Wrong item sent,Refunded,41.1,USD
RET-000407,114-6626848-5165129,1,B0FTQRA6A1,SKU-0109,DriveGuard Dash Cam — Heavy Duty & Easy Install,2026-06-15,No longer needed,Refunded,27.42,USD
RET-000408,114-3253741-1660353,1,B0F635F86R,SKU-0097,PawPals Dog Chew Toys — Durable & Easy to Clean,2025-05-05,Better price available,Refunded,15.14,USD
RET-000409,114-4028779-9011739,1,B0M2UGJMKQ,SKU-0074,CloudNest RC Car — STEM Learning & Interactive,2026-01-22,No longer needed,Refunded,12.79,USD
RET-000410,114-9482997-8447225,1,B01U2VVLHF,SKU-0066,EverPeak Water Bottle — Portable & Waterproof,2026-04-10,Not as described,Closed,0.0,USD
RET-000411,114-5991806-8738519,3,B055PLDLF8,SKU-0005,BrightBeam Webcam — Compact Design & 30H Battery Life,2026-01-25,Wrong item sent,Refunded,40.21,USD
RET-000412,114-9354366-6738494,2,B0J9HPEX6X,SKU-0112,DriveGuard Tire Pressure Gauge — Long Cord & Heavy Duty,2026-06-05,Better price available,Refunded,22.17,USD
RET-000413,114-2990897-2583759,2,B0279XVVC5,SKU-0014,BrightBeam Desk Lamp — RGB Backlit & Noise Cancelling,2025-12-05,Inaccurate website description,Processing,68.89,USD
RET-000414,114-9999901-0000001,1,B08B0R5CPH,SKU-0062,EverPeak Kayak Paddle — Heavy Duty & Portable,2026-05-01,No longer needed,Refunded,78.93,USD
RET-000415,114-9999902-0000002,1,B0936760J9,SKU-0034,Nordic Home Shower Caddy — Easy Clean & Non-Stick Coating,2026-05-02,No longer needed,Refunded,25.31,USD
