order_id,order_item_id,asin,sku,product_title,quantity,item_price,item_promotion_discount,item_total,currency
114-7159620-5881017,1,B0GJL7P973,SKU-0045,PureGlo Hair Straightener — Cruelty-Free & Ionic Technology,1,39.53,0.0,39.53,USD
114-7159620-5881017,2,B0CWALEK2Y,SKU-0036,ZenLife Air Fryer — Dishwasher Safe & Non-Stick Coating,1,19.47,0.0,19.47,USD
114-7159620-5881017,3,B0ERBP9846,SKU-0033,ZenLife Throw Blanket — BPA-Free & Non-Stick Coating,1,42.34,0.0,42.34,USD
114-6660363-6277201,1,B0JH68DJ8G,SKU-0032,UrbanKitchen Blender — Non-Stick Coating & Space Saving,1,26.96,0.0,26.96,USD
114-6660363-6277201,2,B0NL5Q5CZM,SKU-0003,EverPeak USB-C Hub — Water Resistant & HD 1080p,2,110.91,0.0,221.82,USD
114-6660363-6277201,3,B043M1S1C4,SKU-0049,PureGlo Sunscreen Lotion — Ionic Technology & Dermatologist Tested,3,31.54,0.0,94.62,USD
114-6660363-6277201,4,B0F635F86R,SKU-0097,PawPals Dog Chew Toys — Durable & Easy to Clean,1,21.36,0.0,21.36,USD
114-3760251-5920470,1,B055PLDLF8,SKU-0005,BrightBeam Webcam — Compact Design & 30H Battery Life,1,40.21,0.0,40.21,USD
114-8686829-6576743,1,B00EGECWF5,SKU-0030,ZenLife Laundry Hamper — Dishwasher Safe & Premium Finish,1,68.26,0.0,68.26,USD
114-8686829-6576743,2,B0LPG6DAQM,SKU-0120,EverPeak Tool Bag — Rust Resistant & Ergonomic Grip,1,38.1,0.0,38.1,USD
114-8302025-7715181,1,B0CYFJJNVP,SKU-0092,PawPals Pet Grooming Brush — Vet Recommended & Non-Toxic,1,42.18,0.0,42.18,USD
114-8302025-7715181,2,B0N90348CD,SKU-0088,ProGrip Desk Chair Cushion — Multipurpose & Ergonomic,1,19.37,0.0,19.37,USD
114-8302025-7715181,3,B03WTWXEDC,SKU-0072,CloudNest Magnetic Tiles — STEM Learning & Educational,1,19.25,0.0,19.25,USD
114-3317161-7548852,1,B0NL5Q5CZM,SKU-0003,EverPeak USB-C Hub — Water Resistant & HD 1080p,1,110.91,0.0,110.91,USD
114-5885856-5937639,1,B0279XVVC5,SKU-0014,BrightBeam Desk Lamp — RGB Backlit & Noise Cancelling,4,51.35,0.0,205.4,USD
114-1686526-8976936,1,B09V1N9TED,SKU-0077,KiddoCraft Puzzle Set — Non-Toxic & STEM Learning,1,29.15,0.0,29.15,USD
114-1686526-8976936,2,B088K2QTZJ,SKU-0007,AuroraTech Car Mount — Bluetooth 5.3 & RGB Backlit,1,52.27,0.0,52.27,USD
114-1686526-8976936,3,B0M9299AJ4,SKU-0024,ZenLife Electric Kettle — Non-Stick Coating & Space Saving,1,46.0,0.0,46.0,USD
114-1882583-5778457,1,B09D2WWZK5,SKU-0118,EverPeak Cordless Drill — Cordless & High Torque,1,18.98,0.0,18.98,USD
114-1882583-5778457,2,B0NQJ9A5QP,SKU-0081,WriteWell Paper Shredder — Ergonomic & Space Saving,1,15.31,0.0,15.31,USD
114-1882583-5778457,3,B02X1DSSZM,SKU-0102,LittleNest Diaper Bag — Hypoallergenic & Easy to Clean,2,13.44,0.0,26.88,USD
114-1882583-5778457,4,B0AZBDRH38,SKU-0086,ProGrip Sticky Notes Pack — Ergonomic & Multipurpose,1,27.71,2.55,25.16,USD
114-6129446-6611691,1,B0QKGVBY0X,SKU-0108,LittleNest Baby Bottle Set — BPA-Free & Hypoallergenic,1,24.13,0.0,24.13,USD
114-6129446-6611691,2,B0A8X9FRKN,SKU-0031,Nordic Home Coffee Grinder — BPA-Free & Premium Finish,1,82.74,0.0,82.74,USD
114-4951822-7520513,1,B0HE56LV1G,SKU-0071,KiddoCraft Play Kitchen Set — Interactive & Ages 3+,4,22.81,0.0,91.24,USD
114-2320700-5983135,1,B0CYFJJNVP,SKU-0092,PawPals Pet Grooming Brush — Vet Recommended & Non-Toxic,1,42.18,0.0,42.18,USD
114-1894161-8595571,1,B09V1N9TED,SKU-0077,KiddoCraft Puzzle Set — Non-Toxic & STEM Learning,1,29.15,0.0,29.15,USD
114-1919610-8656683,1,B02T104M25,SKU-0111,DriveGuard Jump Starter — Long Cord & Universal Fit,1,55.67,0.0,55.67,USD
114-1919610-8656683,2,B0C4JKS52V,SKU-0046,ZenLife Face Roller — Cruelty-Free & Gentle Formula,1,14.15,0.0,14.15,USD
114-2931889-1312108,1,B0R5E97R3C,SKU-0001,AuroraTech Smart Plug — Noise Cancelling & HD 1080p,1,89.73,0.0,89.73,USD
114-3908207-6407448,1,B0LPG6DAQM,SKU-0120,EverPeak Tool Bag — Rust Resistant & Ergonomic Grip,1,38.1,0.0,38.1,USD
114-3908207-6407448,2,B0DLXACSTN,SKU-0068,CloudNest Plush Toy — Non-Toxic & Ages 3+,1,21.32,0.0,21.32,USD
114-3908207-6407448,3,B0F635F86R,SKU-0097,PawPals Dog Chew Toys — Durable & Easy to Clean,1,21.36,1.93,19.43,USD
114-7898158-2174433,1,B0279XVVC5,SKU-0014,BrightBeam Desk Lamp — RGB Backlit & Noise Cancelling,1,51.35,0.0,51.35,USD
114-7898158-2174433,2,B0SH0V1DCR,SKU-0075,KiddoCraft Nerf-Style Blaster — Ages 3+ & Interactive,1,17.07,0.0,17.07,USD
114-1456774-5242364,1,B0SQ7F7BFE,SKU-0057,TrailBlaze Dumbbell Set — Waterproof & Portable,1,46.37,0.0,46.37,USD
114-1456774-5242364,2,B0F635F86R,SKU-0097,PawPals Dog Chew Toys — Durable & Easy to Clean,3,21.36,0.0,64.08,USD
114-2827663-8802705,1,B0ANDXF98K,SKU-0004,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,1,109.5,0.0,109.5,USD
114-1395398-3733001,1,B0FA6PK7S1,SKU-0043,PureGlo Body Scrub — Ionic Technology & Gentle Formula,1,40.0,0.0,40.0,USD
114-4665459-4156527,1,B0J9HPEX6X,SKU-0112,DriveGuard Tire Pressure Gauge — Long Cord & Heavy Duty,2,34.7,0.0,69.4,USD
114-3439262-8753918,1,B0YXU5G7D1,SKU-0011,BrightBeam Bluetooth Speaker — Fast Charging & Noise Cancelling,2,107.91,0.0,215.82,USD
114-3439262-8753918,2,B0SQ7F7BFE,SKU-0057,TrailBlaze Dumbbell Set — Waterproof & Portable,1,46.37,0.0,46.37,USD
114-6212898-3595236,1,B0P5FBKME8,SKU-0047,PureGlo Bath Bomb Set — Dermatologist Tested & Gentle Formula,1,31.59,0.0,31.59,USD
114-7106894-1890021,1,B0936760J9,SKU-0034,Nordic Home Shower Caddy — Easy Clean & Non-Stick Coating,1,25.31,0.0,25.31,USD
114-3358096-4555937,1,B0GJL7P973,SKU-0045,PureGlo Hair Straightener — Cruelty-Free & Ionic Technology,1,39.53,0.0,39.53,USD
114-3358096-4555937,2,B08UGTRB3Y,SKU-0050,ZenLife Vitamin C Serum — Dermatologist Tested & Long Lasting,1,40.54,0.0,40.54,USD
114-3358096-4555937,3,B0ANDXF98K,SKU-0004,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,1,109.5,0.0,109.5,USD
114-2277184-9606924,1,B0QKGVBY0X,SKU-0108,LittleNest Baby Bottle Set — BPA-Free & Hypoallergenic,2,32.0,0.0,64.0,USD
114-2277184-9606924,2,B0TXQ65ZFV,SKU-0087,WriteWell Desk Organizer — Ergonomic & Multipurpose,1,21.66,0.0,21.66,USD
114-8210450-3103391,1,B0HE56LV1G,SKU-0071,KiddoCraft Play Kitchen Set — Interactive & Ages 3+,1,22.81,0.0,22.81,USD
114-8210450-3103391,2,B0A30AC946,SKU-0117,ProGrip Stud Finder — Ergonomic Grip & Rust Resistant,1,19.86,0.0,19.86,USD
114-5108131-5317031,1,B04Z7XKKST,SKU-0105,LittleNest Swaddle Blankets — BPA-Free & Safety Certified,1,54.16,0.0,54.16,USD
114-6289318-5520370,1,B0MVKP1792,SKU-0002,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,1,67.82,0.0,67.82,USD
114-8375752-3609434,1,B0A8X9FRKN,SKU-0031,Nordic Home Coffee Grinder — BPA-Free & Premium Finish,1,82.74,0.0,82.74,USD
114-1275536-6375706,1,B0FTQRA6A1,SKU-0109,DriveGuard Dash Cam — Heavy Duty & Easy Install,1,30.93,0.0,30.93,USD
114-6742335-4170043,1,B0PGGKXQ9K,SKU-0093,PawPals Pet Water Fountain — Easy to Clean & Vet Recommended,1,34.22,0.0,34.22,USD
114-6550320-7112026,1,B0A30AC946,SKU-0117,ProGrip Stud Finder — Ergonomic Grip & Rust Resistant,1,19.86,0.0,19.86,USD
114-6550320-7112026,2,B02X1DSSZM,SKU-0102,LittleNest Diaper Bag — Hypoallergenic & Easy to Clean,1,13.44,0.0,13.44,USD
114-6550320-7112026,3,B0QKGVBY0X,SKU-0108,LittleNest Baby Bottle Set — BPA-Free & Hypoallergenic,1,32.0,0.0,32.0,USD
114-6550320-7112026,4,B0ERBP9846,SKU-0033,ZenLife Throw Blanket — BPA-Free & Non-Stick Coating,4,42.34,0.0,169.36,USD
114-6890539-2332905,1,B0YBRGQRFQ,SKU-0110,DriveGuard Car Vacuum — Long Cord & Easy Install,1,18.37,0.0,18.37,USD
114-9552017-5064263,1,B09V1N9TED,SKU-0077,KiddoCraft Puzzle Set — Non-Toxic & STEM Learning,1,29.15,0.0,29.15,USD
114-9552017-5064263,2,B02LTJA2NA,SKU-0078,CloudNest Dollhouse — Ages 3+ & Interactive,1,41.1,0.0,41.1,USD
114-9552017-5064263,3,B02X1DSSZM,SKU-0102,LittleNest Diaper Bag — Hypoallergenic & Easy to Clean,1,13.44,0.0,13.44,USD
114-8038964-3640148,1,B0QKGVBY0X,SKU-0108,LittleNest Baby Bottle Set — BPA-Free & Hypoallergenic,2,24.13,0.0,48.26,USD
114-6506432-1896819,1,B0QKGVBY0X,SKU-0108,LittleNest Baby Bottle Set — BPA-Free & Hypoallergenic,1,32.0,0.0,32.0,USD
114-4492297-1350135,1,B0A30AC946,SKU-0117,ProGrip Stud Finder — Ergonomic Grip & Rust Resistant,1,19.86,0.0,19.86,USD
114-5511660-1218618,1,B0FTQRA6A1,SKU-0109,DriveGuard Dash Cam — Heavy Duty & Easy Install,1,30.93,0.0,30.93,USD
114-7670013-9192268,1,B02X1DSSZM,SKU-0102,LittleNest Diaper Bag — Hypoallergenic & Easy to Clean,1,13.44,0.0,13.44,USD
114-5606801-9110374,1,B0K12NKA8N,SKU-0013,AuroraTech Smart Watch — 30H Battery Life & Bluetooth 5.3,1,83.42,0.0,83.42,USD
114-4234229-1191868,1,B03WTWXEDC,SKU-0072,CloudNest Magnetic Tiles — STEM Learning & Educational,1,19.25,0.0,19.25,USD
114-4234229-1191868,2,B0671R2A1G,SKU-0012,EverPeak Laptop Stand — Water Resistant & 30H Battery Life,2,63.64,18.52,108.76,USD
114-5492806-4536556,1,B0TXQ65ZFV,SKU-0087,WriteWell Desk Organizer — Ergonomic & Multipurpose,1,21.66,0.0,21.66,USD
114-5492806-4536556,2,B055PLDLF8,SKU-0005,BrightBeam Webcam — Compact Design & 30H Battery Life,2,40.21,0.0,80.42,USD
114-1809403-7601083,1,B0SQ7F7BFE,SKU-0057,TrailBlaze Dumbbell Set — Waterproof & Portable,1,46.37,0.0,46.37,USD
114-3700143-1426554,1,B0M2UGJMKQ,SKU-0074,CloudNest RC Car — STEM Learning & Interactive,1,11.77,0.0,11.77,USD
114-3700143-1426554,2,B0NL5Q5CZM,SKU-0003,EverPeak USB-C Hub — Water Resistant & HD 1080p,1,110.91,0.0,110.91,USD
114-3700143-1426554,3,B08H6XVAML,SKU-0006,EverPeak Gaming Mouse — RGB Backlit & Compact Design,2,88.7,0.0,177.4,USD
114-3700143-1426554,4,B055PLDLF8,SKU-0005,BrightBeam Webcam — Compact Design & 30H Battery Life,1,40.21,0.0,40.21,USD
114-4773511-7685135,1,B0PGGKXQ9K,SKU-0093,PawPals Pet Water Fountain — Easy to Clean & Vet Recommended,1,34.22,0.0,34.22,USD
114-4773511-7685135,2,B0JH68DJ8G,SKU-0032,UrbanKitchen Blender — Non-Stick Coating & Space Saving,1,26.96,0.0,26.96,USD
114-4648112-9104782,1,B0WR597BPU,SKU-0015,EverPeak Streaming Stick — Bluetooth 5.3 & HD 1080p,1,120.59,9.84,110.75,USD
114-3920867-1436887,1,B01U2VVLHF,SKU-0066,EverPeak Water Bottle — Portable & Waterproof,1,53.55,0.0,53.55,USD
114-3920867-1436887,2,B0U0VF1HMG,SKU-0040,ZenLife Nail Clipper Set — Gentle Formula & Cruelty-Free,1,24.82,0.0,24.82,USD
114-3920867-1436887,3,B0SQ7F7BFE,SKU-0057,TrailBlaze Dumbbell Set — Waterproof & Portable,1,46.37,0.0,46.37,USD
114-3920867-1436887,4,B0279XVVC5,SKU-0014,BrightBeam Desk Lamp — RGB Backlit & Noise Cancelling,1,51.35,0.0,51.35,USD
114-6854544-9505331,1,B0ZWX7WPK9,SKU-0114,DriveGuard Seat Covers — Universal Fit & Heavy Duty,1,19.42,0.0,19.42,USD
114-6854544-9505331,2,B0N90348CD,SKU-0088,ProGrip Desk Chair Cushion — Multipurpose & Ergonomic,1,17.61,0.0,17.61,USD
114-6854544-9505331,3,B04Z7XKKST,SKU-0105,LittleNest Swaddle Blankets — BPA-Free & Safety Certified,2,54.16,0.0,108.32,USD
114-6854544-9505331,4,B0FPMT2SF9,SKU-0076,CloudNest Science Kit — Educational & Non-Toxic,1,12.73,0.0,12.73,USD
114-6854544-9505331,5,B0FTQRA6A1,SKU-0109,DriveGuard Dash Cam — Heavy Duty & Easy Install,1,30.93,0.0,30.93,USD
114-1347254-6076534,1,B0TXQ65ZFV,SKU-0087,WriteWell Desk Organizer — Ergonomic & Multipurpose,1,21.66,0.0,21.66,USD
114-1347254-6076534,2,B0F635F86R,SKU-0097,PawPals Dog Chew Toys — Durable & Easy to Clean,1,21.36,2.2,19.16,USD
114-1347254-6076534,3,B0YBRGQRFQ,SKU-0110,DriveGuard Car Vacuum — Long Cord & Easy Install,1,18.37,0.0,18.37,USD
114-1347254-6076534,4,B088K2QTZJ,SKU-0007,AuroraTech Car Mount — Bluetooth 5.3 & RGB Backlit,1,52.27,0.0,52.27,USD
114-1347254-6076534,5,B055PLDLF8,SKU-0005,BrightBeam Webcam — Compact Design & 30H Battery Life,1,40.21,0.0,40.21,USD
114-8016574-9120075,1,B0F635F86R,SKU-0097,PawPals Dog Chew Toys — Durable & Easy to Clean,2,21.36,0.0,42.72,USD
114-6152896-2691979,1,B0CWALEK2Y,SKU-0036,ZenLife Air Fryer — Dishwasher Safe & Non-Stick Coating,1,19.47,0.0,19.47,USD
114-6152896-2691979,2,B0FPMT2SF9,SKU-0076,CloudNest Science Kit — Educational & Non-Toxic,1,14.63,0.0,14.63,USD
114-9242860-9093085,1,B0FTQRA6A1,SKU-0109,DriveGuard Dash Cam — Heavy Duty & Easy Install,1,30.93,0.0,30.93,USD
114-1505537-2675184,1,B0AZBDRH38,SKU-0086,ProGrip Sticky Notes Pack — Ergonomic & Multipurpose,1,27.71,0.0,27.71,USD
114-7374992-4732932,1,B0H9GJQWK8,SKU-0009,EverPeak Phone Case — Noise Cancelling & Bluetooth 5.3,1,23.15,0.0,23.15,USD
114-7374992-4732932,2,B05P1Y30A5,SKU-0091,PawPals Slow Feeder Bowl — Easy to Clean & Non-Toxic,3,11.7,0.0,35.1,USD
114-7374992-4732932,3,B08UGTRB3Y,SKU-0050,ZenLife Vitamin C Serum — Dermatologist Tested & Long Lasting,1,40.54,0.0,40.54,USD
114-5885714-2537230,1,B0N90348CD,SKU-0088,ProGrip Desk Chair Cushion — Multipurpose & Ergonomic,1,19.37,0.0,19.37,USD
114-5885714-2537230,2,B0FTQRA6A1,SKU-0109,DriveGuard Dash Cam — Heavy Duty & Easy Install,1,30.93,0.0,30.93,USD
114-5885714-2537230,3,B0F635F86R,SKU-0097,PawPals Dog Chew Toys — Durable & Easy to Clean,1,21.36,0.0,21.36,USD
114-9978269-1972828,1,B0279XVVC5,SKU-0014,BrightBeam Desk Lamp — RGB Backlit & Noise Cancelling,1,51.35,0.0,51.35,USD
114-9762763-9368046,1,B0JH68DJ8G,SKU-0032,UrbanKitchen Blender — Non-Stick Coating & Space Saving,1,25.59,0.0,25.59,USD
114-9762763-9368046,2,B06AZNEH47,SKU-0008,BrightBeam Mechanical Keyboard — 30H Battery Life & Water Resistant,1,75.67,0.0,75.67,USD
114-9762763-9368046,3,B0FTQRA6A1,SKU-0109,DriveGuard Dash Cam — Heavy Duty & Easy Install,1,30.93,0.0,30.93,USD
114-9762763-9368046,4,B0WCY6LU8P,SKU-0029,UrbanKitchen Wall Clock — Easy Clean & Dishwasher Safe,1,72.21,0.0,72.21,USD
114-9862858-4963732,1,B0M1WJMA8T,SKU-0085,WriteWell Planner Notebook — Ergonomic & Multipurpose,1,8.44,0.0,8.44,USD
114-9862858-4963732,2,B0NQJ9A5QP,SKU-0081,WriteWell Paper Shredder — Ergonomic & Space Saving,1,15.31,0.0,15.31,USD
114-7335531-3346389,1,B0279XVVC5,SKU-0014,BrightBeam Desk Lamp — RGB Backlit & Noise Cancelling,1,51.35,0.0,51.35,USD
114-7335531-3346389,2,B03WTWXEDC,SKU-0072,CloudNest Magnetic Tiles — STEM Learning & Educational,2,19.25,0.0,38.5,USD
114-7335531-3346389,3,B088K2QTZJ,SKU-0007,AuroraTech Car Mount — Bluetooth 5.3 & RGB Backlit,1,52.27,0.0,52.27,USD
114-5233054-5382797,1,B0ERBP9846,SKU-0033,ZenLife Throw Blanket — BPA-Free & Non-Stick Coating,1,42.34,0.0,42.34,USD
114-5233054-5382797,2,B01NLXW82L,SKU-0104,LittleNest Bassinet — Safety Certified & BPA-Free,3,24.09,0.0,72.27,USD
114-5152978-7233855,1,B0AZBDRH38,SKU-0086,ProGrip Sticky Notes Pack — Ergonomic & Multipurpose,1,29.73,0.0,29.73,USD
114-5358995-6578848,1,B0SH0V1DCR,SKU-0075,KiddoCraft Nerf-Style Blaster — Ages 3+ & Interactive,1,17.07,0.0,17.07,USD
114-9311462-9988810,1,B0M1WJMA8T,SKU-0085,WriteWell Planner Notebook — Ergonomic & Multipurpose,2,8.44,0.0,16.88,USD
114-2991403-7491132,1,B01CQYLRS7,SKU-0070,CloudNest Art Supplies Kit — STEM Learning & Interactive,1,13.62,0.0,13.62,USD
114-2832300-1546987,1,B02LTJA2NA,SKU-0078,CloudNest Dollhouse — Ages 3+ & Interactive,1,41.1,0.0,41.1,USD
114-2832300-1546987,2,B0AZBDRH38,SKU-0086,ProGrip Sticky Notes Pack — Ergonomic & Multipurpose,1,27.71,0.0,27.71,USD
114-2832300-1546987,3,B0QKGVBY0X,SKU-0108,LittleNest Baby Bottle Set — BPA-Free & Hypoallergenic,3,32.0,0.0,96.0,USD
114-3259364-8695467,1,B08H6XVAML,SKU-0006,EverPeak Gaming Mouse — RGB Backlit & Compact Design,1,88.7,0.0,88.7,USD
114-2612482-8564732,1,B0FTQRA6A1,SKU-0109,DriveGuard Dash Cam — Heavy Duty & Easy Install,1,30.93,0.0,30.93,USD
114-1750347-7750414,1,B09V1N9TED,SKU-0077,KiddoCraft Puzzle Set — Non-Toxic & STEM Learning,1,29.15,0.0,29.15,USD
114-7978758-6351693,1,B07GWT52HM,SKU-0021,ZenLife Cutting Board Set — BPA-Free & Easy Clean,1,26.8,0.0,26.8,USD
114-7978758-6351693,2,B0YJ486MXU,SKU-0107,LittleNest Baby Safety Gate — Safety Certified & BPA-Free,1,60.8,0.0,60.8,USD
114-7978758-6351693,3,B0CWALEK2Y,SKU-0036,ZenLife Air Fryer — Dishwasher Safe & Non-Stick Coating,1,19.47,0.0,19.47,USD
114-7978758-6351693,4,B0671R2A1G,SKU-0012,EverPeak Laptop Stand — Water Resistant & 30H Battery Life,1,55.16,0.0,55.16,USD
114-6573051-4273522,1,B0PGGKXQ9K,SKU-0093,PawPals Pet Water Fountain — Easy to Clean & Vet Recommended,1,34.22,0.0,34.22,USD
114-6573051-4273522,2,B0J4AJH5Y5,SKU-0084,ProGrip Monitor Stand — Space Saving & Multipurpose,1,57.15,0.0,57.15,USD
114-6573051-4273522,3,B0TURPLSHH,SKU-0100,PawPals Automatic Pet Feeder — Easy to Clean & Vet Recommended,1,43.13,0.0,43.13,USD
114-3853054-3790097,1,B0P5FBKME8,SKU-0047,PureGlo Bath Bomb Set — Dermatologist Tested & Gentle Formula,3,29.77,9.63,79.68,USD
114-3853054-3790097,2,B08H6XVAML,SKU-0006,EverPeak Gaming Mouse — RGB Backlit & Compact Design,1,81.06,0.0,81.06,USD
114-3853054-3790097,3,B00EGECWF5,SKU-0030,ZenLife Laundry Hamper — Dishwasher Safe & Premium Finish,2,68.26,0.0,136.52,USD
114-3853054-3790097,4,B085JJ3ZXF,SKU-0041,PureGlo Electric Toothbrush — Long Lasting & Dermatologist Tested,1,45.38,0.0,45.38,USD
114-3595166-7860195,1,B0YXU5G7D1,SKU-0011,BrightBeam Bluetooth Speaker — Fast Charging & Noise Cancelling,2,107.91,0.0,215.82,USD
114-5518616-6432543,1,B0R7U9K93R,SKU-0094,PawPals Pet Carrier — Non-Toxic & Durable,1,23.08,0.0,23.08,USD
114-5518616-6432543,2,B02T104M25,SKU-0111,DriveGuard Jump Starter — Long Cord & Universal Fit,1,55.67,0.0,55.67,USD
114-4616283-9651004,1,B0CWALEK2Y,SKU-0036,ZenLife Air Fryer — Dishwasher Safe & Non-Stick Coating,2,19.47,0.0,38.94,USD
114-5561286-1957962,1,B08UGTRB3Y,SKU-0050,ZenLife Vitamin C Serum — Dermatologist Tested & Long Lasting,1,40.54,0.0,40.54,USD
114-9523217-2608578,1,B0ANDXF98K,SKU-0004,AuroraTech WiFi Range Extender — Bluetooth 5.3 & Fast Charging,3,109.5,0.0,328.5,USD
114-6047451-9993160,1,B0E48MCY15,SKU-0079,WriteWell Label Maker — Durable & Multipurpose,2,49.25,0.0,98.5,USD
114-6047451-9993160,2,B0YXU5G7D1,SKU-0011,BrightBeam Bluetooth Speaker — Fast Charging & Noise Cancelling,1,107.91,0.0,107.91,USD
114-6047451-9993160,3,B0K12NKA8N,SKU-0013,AuroraTech Smart Watch — 30H Battery Life & Bluetooth 5.3,2,83.42,0.0,166.84,USD
114-1377555-6964179,1,B04Z7XKKST,SKU-0105,LittleNest Swaddle Blankets — BPA-Free & Safety Certified,3,54.16,0.0,162.48,USD
114-3161704-6539431,1,B0M1WJMA8T,SKU-0085,WriteWell Planner Notebook — Ergonomic & Multipurpose,1,8.44,0.0,8.44,USD
114-2743849-6695201,1,B04Z7XKKST,SKU-0105,LittleNest Swaddle Blankets — BPA-Free & Safety Certified,1,54.16,0.0,54.16,USD
114-1078329-3271965,1,B0SQ7F7BFE,SKU-0057,TrailBlaze Dumbbell Set — Waterproof & Portable,1,46.37,6.67,39.7,USD
114-1078329-3271965,2,B06AZNEH47,SKU-0008,BrightBeam Mechanical Keyboard — 30H Battery Life & Water Resistant,1,75.67,0.0,75.67,USD
114-1078329-3271965,3,B0N90348CD,SKU-0088,ProGrip Desk Chair Cushion — Multipurpose & Ergonomic,1,17.61,0.0,17.61,USD
114-1912015-9915844,1,B0J9HPEX6X,SKU-0112,DriveGuard Tire Pressure Gauge — Long Cord & Heavy Duty,1,34.7,4.22,30.48,USD
114-1912015-9915844,2,B055PLDLF8,SKU-0005,BrightBeam Webcam — Compact Design & 30H Battery Life,2,40.21,0.0,80.42,USD
114-1240903-5431811,1,B0F635F86R,SKU-0097,PawPals Dog Chew Toys — Durable & Easy to Clean,1,21.36,0.0,21.36,USD
114-4141275-9409580,1,B06AZNEH47,SKU-0008,BrightBeam Mechanical Keyboard — 30H Battery Life & Water Resistant,1,75.67,0.0,75.67,USD
114-7451094-5485779,1,B0ZWX7WPK9,SKU-0114,DriveGuard Seat Covers — Universal Fit & Heavy Duty,1,20.72,0.0,20.72,USD
114-5446285-6713848,1,B00EGECWF5,SKU-0030,ZenLife Laundry Hamper — Dishwasher Safe & Premium Finish,1,68.26,0.0,68.26,USD
114-6223892-7239071,1,B01CQYLRS7,SKU-0070,CloudNest Art Supplies Kit — STEM Learning & Interactive,2,13.62,0.0,27.24,USD
114-6223892-7239071,2,B08UGTRB3Y,SKU-0050,ZenLife Vitamin C Serum — Dermatologist Tested & Long Lasting,2,40.54,0.0,81.08,USD
114-7106435-6842763,1,B08H6XVAML,SKU-0006,EverPeak Gaming Mouse — RGB Backlit & Compact Design,1,88.7,0.0,88.7,USD
114-8751377-2461656,1,B0G3W4FNRY,SKU-0052,ZenLife Beard Trimmer — Cruelty-Free & Gentle Formula,1,41.64,0.0,41.64,USD
114-8751377-2461656,2,B03ZGX0DF9,SKU-0098,PawPals Catnip Toys — Easy to Clean & Non-Toxic,1,48.23,0.0,48.23,USD
114-3604669-8356629,1,B00EGECWF5,SKU-0030,ZenLife Laundry Hamper — Dishwasher Safe & Premium Finish,1,68.26,0.0,68.26,USD
114-3604669-8356629,2,B0WKPVSC0B,SKU-0025,Nordic Home Tea Infuser — Non-Stick Coating & Dishwasher Safe,1,43.18,0.0,43.18,USD
114-8011398-2367270,1,B0DLXACSTN,SKU-0068,CloudNest Plush Toy — Non-Toxic & Ages 3+,1,21.32,0.0,21.32,USD
114-2363895-7950122,1,B04ZD4ZURZ,SKU-0103,LittleNest Baby Monitor — Safety Certified & Hypoallergenic,1,31.9,2.62,29.28,USD
114-2363895-7950122,2,B0PGGKXQ9K,SKU-0093,PawPals Pet Water Fountain — Easy to Clean & Vet Recommended,1,34.22,0.0,34.22,USD
114-2042146-3347831,1,B0M6YEW145,SKU-0083,WriteWell Standing Desk Converter — Durable & Multipurpose,1,10.68,0.0,10.68,USD
114-2042146-3347831,2,B0SH0V1DCR,SKU-0075,KiddoCraft Nerf-Style Blaster — Ages 3+ & Interactive,2,17.07,0.0,34.14,USD
114-2042146-3347831,3,B0ZWX7WPK9,SKU-0114,DriveGuard Seat Covers — Universal Fit & Heavy Duty,1,20.72,0.0,20.72,USD
114-2042146-3347831,4,B0G3W4FNRY,SKU-0052,ZenLife Beard Trimmer — Cruelty-Free & Gentle Formula,1,41.64,0.0,41.64,USD
114-5056217-6847756,1,B0R7U9K93R,SKU-0094,PawPals Pet Carrier — Non-Toxic & Durable,1,23.08,0.0,23.08,USD
114-4038768-5848198,1,B0P5FBKME8,SKU-0047,PureGlo Bath Bomb Set — Dermatologist Tested & Gentle Formula,1,29.77,0.0,29.77,USD
114-3106549-9628927,1,B0FKKPVMZA,SKU-0065,TrailBlaze Foam Roller — Heavy Duty & Anti-Slip,1,52.95,0.0,52.95,USD
114-9130163-7507381,1,B08UGTRB3Y,SKU-0050,ZenLife Vitamin C Serum — Dermatologist Tested & Long Lasting,1,40.54,0.0,40.54,USD
114-5659571-2238771,1,B0J9HPEX6X,SKU-0112,DriveGuard Tire Pressure Gauge — Long Cord & Heavy Duty,1,34.7,0.0,34.7,USD
114-4821230-6888868,1,B0HE56LV1G,SKU-0071,KiddoCraft Play Kitchen Set — Interactive & Ages 3+,1,22.81,0.0,22.81,USD
114-3377526-5124095,1,B0MVKP1792,SKU-0002,BrightBeam HDMI Cable — Bluetooth 5.3 & HD 1080p,1,63.85,0.0,63.85,USD
114-2944884-4786393,1,B0NQJ9A5QP,SKU-0081,WriteWell Paper Shredder — Ergonomic & Space Saving,1,15.31,0.0,15.31,USD
114-7275474-8026800,1,B0U0VF1HMG,SKU-0040,ZenLife Nail Clipper Set — Gentle Formula & Cruelty-Free,3,28.36,0.0,85.08,USD
114-5372731-4521464,1,B0E48MCY15,SKU-0079,WriteWell Label Maker — Durable & Multipurpose,2,37.17,0.0,74.34,USD
